journal_id,user_id,text_jurnal,text_clean,timestamp,label_emosi,label_encoded
191ee1b7,494,"Youn murka [aww takut] Youn: hssjjsjs LU! YG BENER AJA, BEGINIAN LU TANYA KE GUE? GUE SAMBIT LU YA SJSKKLLLQ uyon marah huftt, formasi panjat pinang melorot dan ambruk satu2, menyisakan Hangyul diatas masih usahain ambil mejikom dan sepeda family. Weiyoun baku hantam xixixix",youn murka aww takut youn hssjjsjs kamu yang bener saja beginian kamu tanya ke saya saya sambit kamu ya sjskkllq uyon marah huftt formasi panjat pinang melorot dan ambruk satu menyisakan hangyul diatas masih usahain ambil mejikom dan sepeda family weiyoun baku hantam xixixix,2026-02-10 18:14:48.426638,Joy,2
2ecdf3a8,298,"Pengen punya anak, tapi aku tkt bahkan gmw nikah, takut jd toxic parents buat anakku nanti, i wouldn't do that",ingin punya anak tapi aku tkt bahkan gmw nikah takut jd toxic parents untuk anakku nanti i wouldnt do that,2026-02-10 18:35:33.426638,Fear,1
a374f4cf,960,udah dibikin malu lewat sosmed terus dengan gampangnya mau diajak balikankalo ga bodoh apalagi namanya?,sudah dibikin malu lewat sosmed terus dengan gampangnya mau diajak balikankalo tidak bodoh apalagi namanya,2026-02-10 18:51:41.426638,Neutral,4
bfcc4d4d,171,"*kumpul keluarga relative: wah uda gede banget kamu, sekarang hobinya ngapain aja? mak gua: ohh si ini suka banget baca relative: wah iya kah pantesan kacamatamu tambah tebel itu gua: hehe iya tante.. also gua: /yg dibaca manga sm fanfiction smut ngakak abissss",kumpul keluarga relative wah uda gede banget kamu sekarang hobinya ngapain saja mak saya ohh si ini suka banget baca relative wah iya kah pantesan kacamatamu tambah tebel itu saya  iya tante also saya yang dibaca manga sama fanfiction smut ngakak abiss,2026-02-10 18:51:42.426638,Joy,2
60460149,691,cewek cemburu itu sebenarnya positif. semakin sering cewek cemburu tandanya semakin sayang dia sama lo semakin takut kehilangan lo.,cewek cemburu itu sebenarnya positif semakin sering cewek cemburu tandanya semakin sayang dia sama kamu semakin takut kehilangan kamu,2026-02-10 18:52:18.426638,Love,3
ffa7075c,993,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Salah satu pemimpin di Kalbar yg sering membuat fitnah-memprovokasi masyarakat dan sering menyampaikan pernyataan yg menyesatkan tapi belum pernah mendapatkan penindakan dari yg berwenang...,salah satu pemimpin di kalbar yang sering membuat fitnahmemprovokasi masyarakat dan sering menyampaikan pernyataan yang menyesatkan tapi belum pernah mendapatkan penindakan dari yang berwenang,2026-02-10 18:56:30.426638,Anger,0
4d4820f5,741,suka banget asli deh ungu ungu gini aa,suka banget asli deh ungu ungu gini aa,2026-02-10 18:57:23.426638,Love,3
4da42a38,771,"semoga husnul khotimah, Do'a untuk saudara kita ""Ali Banat"" dan saudari kita ""Razan An-Najjar"" dalam memperjuangkan Agama Allah. Surga menanti  #FreePalestine #DeenAssalam",semoga husnul khotimah doa untuk saudara kita ali banat dan saudari kita razan annajjar dalam memperjuangkan agama allah surga menanti freepalestine deenassalam,2026-02-10 19:16:32.426638,Joy,2
9b3db39a,440,"HAHAHHA APAANSI, padahal gua juga tiap hari ngatain orang WKSWKSWKS tp ingett guyss, cuma becanda yaaaa. Dan tweet ini juga becanda lohhhhh wkswks bukan curhat beneran !! bener bener ga ada maksud buay nyindir atau sok bijak, jd jgn tersinggung yaa! SELAMAT MALAM JUMAT GUYS",hahahha apaansi padahal saya juga tiap hari ngatain orang wkswkswks tapi ingett guyss cuma becanda yaa dan tweet ini juga becanda lohh wkswks bukan curhat beneran bener bener tidak ada maksud buay nyindir atau sok bijak jd jgn tersinggung yaa selamat malam jumat guys,2026-02-10 19:49:03.426638,Joy,2
bffb7db9,851,"Jarang bah sy benci org ni, tapi tiap kali nampak muka si PU TAHI ni sy betul2 mau tumbuk oh.",jarang bah sy benci org ni tapi tiap kali nampak muka si pu tahi ni sy betul mau tumbuk oh,2026-02-10 20:13:13.426638,Anger,0
eba45817,134,"gue bersyukur banget kalo liat ada cowok yang stand with the victims. karena sesama cewek aja kadang suka ngejatohin victims dan bilang, ""gue juga cewek tapi gue ga gitu.""",saya bersyukur banget kalo liat ada cowok yang stand with the victims karena sesama cewek saja kadang suka ngejatohin victims dan bilang saya juga cewek tapi saya tidak gitu,2026-02-10 20:18:35.426638,Love,3
0b8cef67,364,ada ga si yg semangat siap siap kemana gitu eh sampainya disana jd bdmd gatau karena apa,ada tidak si yang semangat siap siap kemana gitu eh sampainya disana jd bdmd gatau karena apa,2026-02-10 20:20:27.426638,Joy,2
6c9cee82,587,[USERNAME] #Mardkodardnahihota screening pertamanya di tiff 2018 bulan september kemaren. Bayangkan 5 bulan nunggu nya. Jamuran ga tuh bolly lovers nunggu nya. We can't wait to watch. Pleassssseeeeeee,mardkodardnahihota screening pertamanya di tiff bulan september kemaren bayangkan bulan nunggu nya jamuran tidak tuh bolly lovers nunggu nya we cant wait to watch pleassee,2026-02-10 20:22:10.426638,Sadness,5
bd76f960,886,galau -> bingung mau ngpain tapi malas mau ngapain,galau bingung mau ngpain tapi malas mau ngapain,2026-02-10 20:48:24.426638,Sadness,5
ffa29e32,988,Untill tomorrow itu artinya (sampe besok) gua ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa...,untill tomorrow itu artinya sampe besok saya ngeri banget yang ikutan umurnya ampe besok karena omongan adalah doa,2026-02-10 21:26:15.426638,Fear,1
a55ce9da,315,"Maaf prof, bukan cuman takut ditelanjangi, jauhi korupsi kerna ITU DOSA, bagi yg masih punya iman takutlah kepada Allah Yang Maha Mengetahui....",maaf prof bukan cuman takut ditelanjangi jauhi korupsi kerna itu dosa bagi yang masih punya iman takutlah kepada allah yang maha mengetahui,2026-02-10 21:47:43.426638,Fear,1
c5cb6f94,100,"Ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih? Kenapa ngga damai2 aja, kek ngga ada kerjaan ngejatuh2in orang lain",ku bingung deh kenapa jadi fans itu harus menjatuhkan idola orang lain sih kenapa tidak damai saja seperti tidak ada kerjaan ngejatuhin orang lain,2026-02-10 21:50:26.426638,Sadness,5
4b0c3995,304,pagi juga mbk e yg cantik. cerah seperti surya matahari di pagi hari,pagi juga mbk e yang cantik cerah seperti surya matahari di pagi hari,2026-02-10 22:02:48.426638,Joy,2
90e67675,575,"tbh pengin marah karena dia yg mendadak pake ikut masuk mobil. cuman yg ditakutin bukan diri sendiri sakit, tapi takutnya bawa penyakit ke orang rumah",tbh pengin marah karena dia yang mendadak pake ikut masuk mobil cuman yang ditakutin bukan diri sendiri sakit tapi takutnya bawa penyakit ke orang rumah,2026-02-10 22:19:58.426638,Anger,0
90af6c6d,453,itu namanya pembodohan.. kok mau ya kdrt dihalalkan demi menutupi aib pria.. ini ustazah bodoh.. bukannya membela kaum perempuan malah memberikan kesempatan pria besar kepala..,itu namanya pembodohan kok mau ya kdrt dihalalkan demi menutupi aib pria ini ustazah bodoh bukannya membela kaum perempuan malah memberikan kesempatan pria besar kepala,2026-02-10 22:25:38.426638,Anger,0
a98cf6df,572,anjirr nangis beneran lihatnya perpisahan tu napa selalu bikin sedih si :'),anjirr menangis beneran lihatnya perpisahan tu kenapa selalu bikin sedih si,2026-02-10 22:32:22.426638,Sadness,5
dc704247,873," Anak laki gw care banget, dia merhatiin bgt apa yg gw pake. Kapan2 gw ceritain soal Tuyul, ujug2 dia nanya soal Tuyul\",anak laki saya care banget dia merhatiin banget apa yang saya pake kapan saya ceritain soal tuyul ujug dia nanya soal tuyul,2026-02-10 22:39:47.426638,Joy,2
51a98cdc,517,"Dulu WA isinya kalimat manis peredam penat, penyembul semangat, mood booster Sekarang gombalannya hilang diganti omelan versi digital bos yang suka pedes dan bikin trauma buka WA",dulu wa isinya kalimat manis peredam penat penyembul semangat mood booster sekarang gombalannya hilang diganti omelan versi digital bos yang suka pedes dan bikin trauma buka wa,2026-02-10 22:40:47.426638,Sadness,5
f5676a8b,493,Di kereta duduk sebrangan sama pasangan bapak2 dan ibu2 yang tidurnya pelukan terus dari Jogja sampe lewat Cirebon. Sampe Jakarta kukena sakit gula kaykanya :(,di kereta duduk sebrangan sama pasangan bapak dan ibu yang tidurnya pelukan terus dari jogja sampe lewat cirebon sampe jakarta kukena sakit gula kaykanya,2026-02-10 22:45:46.426638,Sadness,5
a53c1c47,934,Aku mencintai kamu sangat mencintai~ Mengapakah harus ku rasa Sepenting itukah cintamu Kita berawal karena cinta Biarlah cinta yang mengakhiri,aku mencintai kamu sangat mencintai mengapakah harus ku rasa sepenting itukah cintamu kita berawal karena cinta biarlah cinta yang mengakhiri,2026-02-10 22:57:22.426638,Love,3
dd87f52a,875,lah ngapa jadi bawa sby? bro pada hakikatnya sah2 saja apabila ada orang yg muji maupun benci asal alasannya konkret dan tdk munafik ngomong apa ngasi gambar apa.. jaka sembung bawa kembang ga nyambung sayang,lah kenapa jadi bawa sby bro pada hakikatnya sah saja apabila ada orang yang muji maupun benci asal alasannya konkret dan tdk munafik ngomong apa ngasi gambar apa jaka sembung bawa kembang tidak nyambung sayang,2026-02-11 00:05:23.426638,Anger,0
7028b055,396,Tapi eug takut kalo dia nanti merasa tdk mau ditemani trs menjauh trs nyindir trs ku tak enak lagi dan malas ngampus dan macam-macam akibat,tapi eug takut kalo dia nanti merasa tdk mau ditemani trs menjauh trs nyindir trs ku tidak enak lagi dan malas ngampus dan macammacam akibat,2026-02-11 00:16:53.426638,Fear,1
a36b89ae,84,tahu acara yg paling asik? Acara asikahan anak kita nanti [USERNAME] [USERNAME] #IniSahurTIKETCOMHariKe20,tahu acara yang paling menyenangkan acara asikahan anak kita nanti inisahurtiketcomharike,2026-02-11 00:17:04.426638,Joy,2
588155f8,21,"Ketika permintaanmu bukan lagi sekedar meminta boneka baru, papa tahu ia tidak bisa memberikan apa yang kamu inginkan. Kata-kata yang keluar dari mulut papa adalah ""tidak... tidak bisa!"" Padahal dalam batin papa ia sangat ingin mengatakan ""iya sayang nanti papa belikan untukmu""",ketika permintaanmu bukan lagi sekedar meminta boneka baru papa tahu ia tidak bisa memberikan apa yang kamu inginkan katakata yang keluar dari mulut papa adalah tidak tidak bisa padahal dalam batin papa ia sangat ingin mengatakan iya sayang nanti papa belikan untukmu,2026-02-11 00:23:25.426638,Love,3
945777f1,577,Polres Pati Berduka : pada hari Senin (09/070 bertempat di rumah duka Ds. Waturoyo Rt 03/IV Kec. Margoyoso Kab.Pati telah dilaksanakan giat upacara persemayaman Jenazah almarhum AIPTU PURYONO jabatan terakhir Banit 1 Unit Sabhara Polsek Margoyoso [URL],polres pati berduka pada hari senin bertempat di rumah duka ds waturoyo rt iv kec margoyoso kabpati telah dilaksanakan giat upacara persemayaman jenazah almarhum aiptu puryono jabatan terakhir banit unit sabhara polsek margoyoso,2026-02-11 00:27:45.426638,Sadness,5
ef610cf9,754,"1. ""Have you wondered - what if we were an item?"" Right then, sparks fly wildly inside Palm's mind, knowing that this might be the only chance for him to cross the borderline ,kata2 dari gink ke palm,intinya mereka gak mau pacaran karena takut putus dan gak temenan lagi.",have you wondered what if we were an item right then sparks fly wildly inside palms mind knowing that this might be the only chance for him to cross the borderline kata dari gink ke palmintinya mereka tidak mau pacaran karena takut putus dan tidak temenan lagi,2026-02-11 00:45:36.426638,Fear,1
7e638322,618,Kalo ga bisa ya udah terima aja. Ini malah ngomel2 ga jelas trs ngumpul di depan pembatas gitu. Bikin macet manusia asli. Yang bikin ribet itu emak2nya Anak muda sama bapak2nya agak selow dan langsung menerima informasi secara baik dan ga treak2 gajelas. Ky pasar asli tadi tu,kalo tidak bisa ya sudah terima saja ini malah ngomel tidak jelas trs ngumpul di depan pembatas gitu bikin macet manusia asli yang bikin ribet itu emaknya anak muda sama bapaknya agak selow dan langsung menerima informasi secara baik dan tidak treak gajelas ky pasar asli tadi tu,2026-02-11 00:47:37.426638,Anger,0
e475f57d,164,"mrk 6:31 lalu ia berkata kepada mereka: ""marilah ke tempat yang sunyi, supaya kita sendirian, dan beristirahatlah seketika!"" sebab memang begitu banyaknya orang yang datang dan yang pergi, sehingga makanpun mereka tidak sempat. -- jangan lupa sarapan. selamat pagi.",mrk lalu ia berkata kepada mereka marilah ke tempat yang sunyi supaya kita sendirian dan beristirahatlah seketika sebab memang begitu banyaknya orang yang datang dan yang pergi sehingga makanpun mereka tidak sempat jangan lupa sarapan selamat pagi,2026-02-11 00:52:02.426638,Neutral,4
31fcda5d,807,"takut, ku demam sm batuk",takut ku demam sama batuk,2026-02-11 01:02:21.426638,Fear,1
4cb9dcb1,368,"Gw harap lu ga berubah bro, lu tetap seperti yang gw kenal. Bodoamat lu mau malas atau gimana, intinya gw tau siapa lu. Gw belajar banyak sekali sama lu bro, BANYAK SEKALI. Intinya semoga kita menjadi sahabat dunia & akbirat. Nice to see you IT GAGAL [USERNAME]",saya harap kamu tidak berubah bro kamu tetap seperti yang saya kenal bodoamat kamu mau malas atau bagaimana intinya saya tau siapa kamu saya belajar banyak sekali sama kamu bro banyak sekali intinya semoga kita menjadi sahabat dunia akbirat nice to see you it gagal,2026-02-11 01:13:18.426638,Love,3
b2ed0f36,617,"schapp! pendaftaran ut bisa lewat snm ga sih? trivia: pada statistika inferensial, distribusi normal disebut juga distribusi gauss.",schapp pendaftaran ut bisa lewat snm tidak sih trivia pada statistika inferensial distribusi normal disebut juga distribusi gauss,2026-02-11 01:59:53.426638,Neutral,4
09c66b32,457,"saking takut salah ngetik mo ngechat ke dosen wali, gue ngetiknya di note dulu setelah itu perbaiki-perbaiki-copy-paste ke roomchat-cek-cek-cek lagi-delete-buka note lagi-perbaiki-perbaiki-buka whatsapp-close-gajadi chat deh mules gue mo pup dulu aku lemah",saking takut salah ngetik mo ngechat ke dosen wali saya ngetiknya di note dulu setelah itu perbaikiperbaikicopypaste ke roomchatcekcekcek lagideletebuka note lagiperbaikiperbaikibuka whatsappclosegajadi chat deh mules saya mo pup dulu aku lemah,2026-02-11 02:05:32.426638,Fear,1
c9ba53ea,395,Ini yang namanya ide kebeRPihakan ala [USERNAME] [USERNAME] melalui program unggulan OKeh ngOCE melibatkan banyak warga untuk mengisi Tong Sampah biar Sampah Jakarta berasa Sampah Jerman #KarenaSampahJakartaBedaSampahJerman,ini yang namanya ide keberpihakan ala melalui program unggulan okeh ngoce melibatkan banyak warga untuk mengisi tong sampah biar sampah jakarta berasa sampah jerman karenasampahjakartabedasampahjerman,2026-02-11 02:16:57.426638,Anger,0
791bb9e4,241,"morning win win metawin semoga makin banyak solo projek, solo endorsement, series baru dan projek-projek lain yang bikin win bahagia.,",morning win win metawin semoga makin banyak solo projek solo endorsement series baru dan projekprojek lain yang bikin win bahagia,2026-02-11 02:36:28.426638,Joy,2
8069ecad,399,"Jadi takut, aku sering foto anak. Tapi gak pakai flash / blits kok, karena sadar bisa bahaya kalau kena cahaya langsung matanya. Tapi mamah kurang2i aja fotonya ya nak",jadi takut aku sering foto anak tapi tidak pakai flash blits kok karena sadar bisa bahaya kalau kena cahaya langsung matanya tapi mamah kurangi saja fotonya ya nak,2026-02-11 02:45:27.426638,Fear,1
dc0dd3a9,802,"huhuu sedih gak sih, sorry ya gw harus isoman 2 minggu keknya",huhuu sedih tidak sih sorry ya saya harus isoman minggu keknya,2026-02-11 02:58:00.426638,Sadness,5
2abedad0,603,Niat ke masjid sholat nya di lantai 2 berharap bisa obob manjah krn biasanya ga banyak yg solat disini. Fact: Fullhouse mpe shaf belakang. Bhay!,niat ke masjid sholat nya di lantai berharap bisa obob manjah karena biasanya tidak banyak yang solat disini fact fullhouse mpe shaf belakang bhay,2026-02-11 02:58:46.426638,Sadness,5
e266888c,153,"Cab. olahraga baru di [USERNAME] , Pencak Silat akan jd salah 1 cabang andalan utama kita utk meraup bbrp medali. Selalu happy olahraga beladiri. Beberapa thn belakangan mulai belajar Silat dikit2. Sblmnya sejak usia 5 thn tekuni Karate & Taekwondo",cab olahraga baru di pencak silat akan jd salah cabang andalan utama kita untuk meraup bbrp medali selalu happy olahraga beladiri beberapa thn belakangan mulai belajar silat dikit sblmnya sejak usia thn tekuni karate taekwondo,2026-02-11 03:18:05.426638,Joy,2
1bb94d7b,599,sedih bestie habis makan ga disuruh minum sama moots,sedih bestie habis makan tidak disuruh minum sama moots,2026-02-11 04:05:24.426638,Sadness,5
1560743b,337,sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,sedih sihh tapi yaa mau gmana lagi bukan kita tokoh utamanya,2026-02-11 04:16:59.426638,Sadness,5
dedf1d33,915,"Soal Via Vallen, Gue Sepakat Sama Nikita Mirzani jangan lebay! Kalau Gak Suka Di gituin, tinggal tolak dan block tu orang, jgn di share2 jadi konsumsi publik! Kek ingin menampilkan kepolosan tak berdosa gimana gituu.. #menurutkusih ",soal via vallen saya sepakat sama nikita mirzani jangan lebay kalau tidak suka di gituin tinggal tolak dan block tu orang jgn di share jadi konsumsi publik seperti ingin menampilkan kepolosan tidak berdosa bagaimana gituu menurutkusih,2026-02-11 04:20:45.426638,Anger,0
abe190f2,974,"haalooww bocil sunuu, selamat hari sabtuu, selamat weekend, jangan lupa senyum dan bahagia selalu hari ini, jangan lupa sarapan, trus minum air putih yang banyak biar kuat, have a wonderful day todayy",haalooww bocil sunuu selamat hari sabtuu selamat weekend jangan lupa senyum dan bahagia selalu hari ini jangan lupa sarapan trus minum air putih yang banyak biar kuat have a wonderful day todayy,2026-02-11 04:30:59.426638,Joy,2
429ca91c,249,"Eheheheh ini apasih dari minggu kemaren tema semesta saya soal nikah. Ga kepemgen sih,tp ya kalo diliatin mulu soal yg begitu, kan saya jadi kepo........ternyata.....seru juga kalo diliat",eheheheh ini apasih dari minggu kemaren tema semesta saya soal nikah tidak kepemgen sihtp ya kalo diliatin mulu soal yang begitu kan saya jadi kepoternyataseru juga kalo diliat,2026-02-11 04:47:04.426638,Joy,2
c0aad41d,92,"akhir-akhir ini suka banget nontonin asmr, seru aja gitu",akhirakhir ini suka banget nontonin asmr menyenangkan saja gitu,2026-02-11 05:21:43.426638,Love,3
45ac77f4,504,"selamat ulang tahun papi [USERNAME] semoga panjang umur, sehat selalu, berkah barokah, lancar rejeki, dan tentunya segera lulus ""ujian"".. Amiien.. [URL]",selamat ulang tahun papi semoga panjang umur sehat selalu berkah barokah lancar rejeki dan tentunya segera lulus ujian amiien,2026-02-11 05:22:12.426638,Joy,2
d4dac99e,568,"happy birthday anak baik, anak manis yang selalu berharap dapat membahagiakan orang, dan tanpa ia sadari dia sudah menjadi obat penenang terbaik asteroid! bahagia terus ya! __",happy birthday anak baik anak manis yang selalu berharap dapat membahagiakan orang dan tanpa ia sadari dia sudah menjadi obat penenang terbaik asteroid bahagia terus ya,2026-02-11 06:02:48.426638,Joy,2
5c3bf5a0,189,tapi dulu suka sama aoi pake banget seehhhh,tapi dulu suka sama aoi pake banget seehh,2026-02-11 06:32:15.426638,Love,3
c6d5d207,499,"Sbg orang yg benci politisi sjk orde reformasi di korupsi,sy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyat,tp lbh pd eksistensi diri dan strata sosial scr personal,penjilat yg mahir",sbg orang yang benci politisi sjk orde reformasi di korupsisy melihat fajrul ini bukan aktifis murni sbg pejuang keadilan aplg rakyattp lbh pd eksistensi diri dan strata sosial scr personalpenjilat yang mahir,2026-02-11 07:31:41.426638,Anger,0
fb805997,498,[[USERNAME] i also have a surprise for you tonight! kira kira surprise nya apa hayooooooooooooooo?,i also have a surprise for you tonight kira kira surprise nya apa hayoo,2026-02-11 07:45:33.426638,Joy,2
cdd53e9a,52,iya ni tvn kan suka memancing emosi penonton,iya ni tvn kan suka memancing emosi penonton,2026-02-11 07:50:55.426638,Anger,0
5ac05b8a,127,"Subhanallah. A real (hu)man, a real muslim. Able to forgive, not to hate back. Something that we all.must learn: forgivenes... ..Suami Korban Teroris Selandia Baru Maafkan Pembunuh Istrinya [URL]",subhanallah a real human a real muslim able to forgive not to hate back something that we allmust learn forgivenes suami korban teroris selandia baru maafkan pembunuh istrinya,2026-02-11 07:52:59.426638,Joy,2
664e67b3,494,"Jelas terdengar nyata teriakan Hiszbut Tahrir, singkirkan sekat-sekat nasionalisme. Ini yg Kami tak rela. Rasa kebangsaan yg hendak dihilangkan. Tanah Air dilenyapkan, digantikan kepemimpinan transnasional entah di bawah khalifah siapa. Bertobat",jelas terdengar nyata teriakan hiszbut tahrir singkirkan sekatsekat nasionalisme ini yang kami tidak rela rasa kebangsaan yang hendak dihilangkan tanah air dilenyapkan digantikan kepemimpinan transnasional entah di bawah khalifah siapa bertobat,2026-02-11 08:00:09.426638,Anger,0
e188522b,963,"wikipedia reminder -- moa, yuk biasakan buat buka wikipedia txt minimal 1x?ari buat social rate juga!, ubah ke mode desktop scroll?aca selama 3-5 menit",wikipedia reminder moa yuk biasakan untuk buka wikipedia txt minimal xari untuk social rate juga ubah ke mode desktop scrollaca selama menit,2026-02-11 08:06:11.426638,Neutral,4
429d0c78,677,"sherlymu soft bucin banget gila gw suka, canonnya sherly caring ama understanding juga ke liam si cuma sayang scenenya kurang banyak ayo takeuchi-sensei banyakin konten bucin sherly",sherlymu soft bucin banget gila saya suka canonnya sherly caring ama understanding juga ke liam si cuma sayang scenenya kurang banyak ayo takeuchisensei banyakin konten bucin sherly,2026-02-11 08:22:54.426638,Love,3
f53e22f0,326,"aku lumayan kesel sama jawabannya, jadi aku cuma ngangguk2 doang. terus kedua temenku juga bilang gini, ""aku keluar karena army banyak banget yang to*ic. suka mancing keributan."" batinku, ""halah, apa nggak salah?"" bayangin, sakit hati nggak digituin padahal mereka jelas tau--",aku lumayan marah sama jawabannya jadi aku cuma ngangguk saja terus kedua temenku juga bilang gini aku keluar karena army banyak banget yang toic suka mancing keributan batinku halah apa tidak salah bayangin sakit hati tidak digituin padahal mereka jelas tau,2026-02-11 09:01:17.426638,Anger,0
8f12df2a,98,"terpantau balas dendam goro"" sumpek ndek dosen sing sak penake dewe",terpantau balas dendam goro sumpek ndek dosen sing sak penake dewe,2026-02-11 09:08:01.426638,Anger,0
37184be8,385,Lebih tersinggung lagi. Main game pake controller aja ga bisa,lebih tersinggung lagi main game pake controller saja tidak bisa,2026-02-11 09:09:39.426638,Anger,0
b94a6192,899,HARAP2 AP YG ak pernah buat akn dibalas dengan baik jugak..karna aku tidak mahu kecewa dgn ap yg telah dilakukan oleh dia kepadaku slepas aku mlkukan kebaikan kepada dia..,harap ap yang ak pernah untuk akn dibalas dengan baik jugakkarna aku tidak mahu kecewa dengan ap yang telah dilakukan oleh dia kepadaku slepas aku mlkukan kebaikan kepada dia,2026-02-11 09:25:50.426638,Sadness,5
05cde7b5,992,"Balik lagi ke per-LDM-an, kalo diceritain suka duka nya panjaaaang bgt ya, tapi Alhamdulillah banyak banyak bgt suka nya hehe. Kalo dukanya, ada 2 momen yang bikin aku cengeng menghadapi LDM ini.",balik lagi ke perldman kalo diceritain suka duka nya panjaang banget ya tapi alhamdulillah banyak banyak banget suka nya  kalo dukanya ada momen yang bikin aku cengeng menghadapi ldm ini,2026-02-11 09:46:29.426638,Sadness,5
8827d2db,566,"jgn ngira gw nge delive doang, ga bls chat atau ga chat duluan itu artinya gw ga suka ama lo, gw suka banget emg pd dasarnya gw orangnya gengsian dan malesan aja(.)",jgn ngira saya nge delive saja tidak bls chat atau tidak chat duluan itu artinya saya tidak suka ama kamu saya suka banget memang pd dasarnya saya orangnya gengsian dan malesan saja,2026-02-11 10:06:48.426638,Love,3
78723e06,898,"keluarga gregory diberkati dengan anak yang luar biasa. samidare, adalah anak yang cepat tanggap dalam pelajaran sihir. membuat kedua orang tuanya berharap terlalu besar agar anaknya kelak akan menjadi penyihir hebat.",keluarga gregory diberkati dengan anak yang luar biasa samidare adalah anak yang cepat tanggap dalam pelajaran sihir membuat kedua orang tuanya berharap terlalu besar agar anaknya kelak akan menjadi penyihir hebat,2026-02-11 10:15:01.426638,Neutral,4
b5a7d869,460,"Sebuah bukti bahwa di-Indonesia, untuk menjadi seorang Gubernur tidak harus CERDAS dan BERMORAL. Tetapi BODOH dan DONGOK pun BISA. [URL]",sebuah bukti bahwa diindonesia untuk menjadi seorang gubernur tidak harus cerdas dan bermoral tetapi bodoh dan dongok pun bisa,2026-02-11 10:26:34.426638,Anger,0
8c534d23,704,"inilah yang sudah lama kunanti. akhirnya ngadain webinar yg topiknya nendang banget, yaitu tentang toxic relationship. yuk lah bestie yang masih suka galau2 masalah percintaan mending ikutan ini!!",inilah yang sudah lama kunanti akhirnya ngadain webinar yang topiknya nendang banget yaitu tentang toxic relationship yuk lah bestie yang masih suka galau masalah percintaan mending ikutan ini,2026-02-11 10:45:31.426638,Joy,2
d0e462b4,609,"3. sementara utk 6 sampel, diambil 2 relatif dekat transportasi massal (dibawah 1 km - tergantung posisi rumah) smtr 4 lokasi jauh (2 km) atau tanpa opsi transportasi massal (kecuali citra raya cikupa ada bis feeder swasta). dari lokasi saja, tentu sdh condong ke non transit",sementara untuk sampel diambil relatif dekat transportasi massal dibawah km tergantung posisi rumah smtr lokasi jauh km atau tanpa opsi transportasi massal kecuali citra raya cikupa ada bis feeder swasta dari lokasi saja tentu sudah condong ke non transit,2026-02-11 10:45:33.426638,Neutral,4
2d8b71d5,534,hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,hahah yaallah trimakasi telah menghindarkan saya dari rasa malu perbadutan,2026-02-11 10:54:33.426638,Joy,2
f64c1799,584,yaa kann ga ngerasa cape cuman larinya jadi lemot bangett. emosi gue,yaa kann tidak ngerasa capek cuman larinya jadi lemot bangett emosi saya,2026-02-11 11:02:06.426638,Anger,0
a9606191,246,"Gak heran sih sama driver gocar yg ngeluh macet. Sama kayak gue ngeluh pas lagi kerja. Terserah deh Pak, saya pura2 gak denger. Capek juga soalnya.",tidak heran sih sama driver gocar yang ngeluh macet sama seperti saya ngeluh pas lagi kerja terserah deh pak saya pura tidak denger lelah juga karena,2026-02-11 12:01:25.426638,Anger,0
db0db364,827,"jadi keinget,, dulu suka bgt ma ini lagu ampe ngapain aja tuh nyanyi lagu ini, mandi,makan,kerja,santai aja nyanyiin nih lagu tanpa tau videoclip aslinya.. pas buka ytb and nonton vclip nya,, auto kicep saya tapi jujur lagunya emng bagus nagih lagi",jadi keinget dulu suka banget ma ini lagu ampe ngapain saja tuh nyanyi lagu ini mandimakankerjasantai saja nyanyiin nih lagu tanpa tau videoclip aslinya pas buka ytb and nonton vclip nya auto kicep saya tapi jujur lagunya emng bagus nagih lagi,2026-02-11 12:07:08.426638,Neutral,4
eb405966,493,"tapitapi welcome paus babyl, kayanya aku jg masih baby sih, cuma 3tahun lebih dulu(?) tp sayang aku lagi suka adeknya, gasih karna mereka hiatus aja, besokk papi aku pulang wamil, kangen updatetan ig papi olkay",tapitapi welcome paus babyl kayanya aku juga masih baby sih cuma tahun lebih dulu tapi sayang aku lagi suka adeknya gasih karena mereka hiatus saja besokk papi aku pulang wamil kangen updatetan ig papi olkay,2026-02-11 12:24:24.426638,Love,3
5c7d5132,581," santai, gw jga gagal tdi lur. abis ini kita makan2 dah biar ga badmood",santai saya jga gagal tdi lur abis ini kita makan sudah biar tidak badmood,2026-02-11 12:39:22.426638,Neutral,4
92f487a7,112,"Semuanya ku lakukan atas dasar Cinta kepada mu, Wahai kekasih ku ....",semuanya ku lakukan atas dasar cinta kepada mu wahai kekasih ku,2026-02-11 12:57:29.426638,Love,3
fd7dffa3,472,hormat kepada angin semangat everybody. nanti kita akan selesai pada waktunya.,hormat kepada angin semangat everybody nanti kita akan selesai pada waktunya,2026-02-11 13:03:57.426638,Joy,2
